birthday,birthday_guys
1899-2-28,"Ulysses Simpson Grant"
1872-5-26,"Ulysses Simpson Grant"
1888-9-6,"Urban Clarence, Daniel Joseph"
1899-6-3,"Urbane Henry"
1856-9-22,"Uriah L. P."
1859-2-4,"Uriah Louis"
1919-7-16,"V T, Arthur Henry"
1938-8-11,"Vada Edward"
1920-11-4,"Val Raymond"
1978-11-17,"Valentino Martin, Darnell Tyrone"
1972-10-6,"Valerio Lorenzo, Romar Benjamin"
1911-9-6,"Vallie Ennis, Harry"
1925-10-21,Valmy
1946-3-18,"Van Howard"
1911-6-8,"Van Lingle"
1963-8-11,"Van Voorhees, Michael Kale"
1956-10-1,"Vance Aaron"
1897-10-14,"Vance Elmer"
1915-5-29,"Vance George"
1956-7-10,"Vance Loren"
1963-8-9,"Vance Odell"
1987-9-25,"Vance Richard, Lars Eric"
1969-5-22,"Vaughn Michael"
1899-12-10,"Verdo Wilson, Herman Charles"
1937-7-11,"Verle Matthew"
1923-12-19,"Vern Donald"
1918-3-16,"Vern Jarl"
1891-9-8,"Verne James"
1924-9-19,"Vernon Adair"
1926-4-1,"Vernon Arthur"
1927-11-26,"Vernon Charles"
1986-12-18,"Vernon Christopher"
1920-10-23,"Vernon Decatur"
1920-8-17,"Vernon Edgell"
1920-5-24,"Vernon Eugene"
1928-5-11,"Vernon Fred, Melvin James"
1951-1-25,"Vernon Gerald, Balor Lilbon"
1908-11-26,"Vernon Louis"
1978-12-8,"Vernon M."
1897-1-1,"Vernon Monroe"
1894-2-4,"Vernon Murray"
1930-3-12,"Vernon Sanders"
1955-12-7,"Vernon Scot"
1912-8-3,"Vernon Sprague"
1928-8-8,"Vernon Thomas"
1890-1-6,"Vernon Van Duke"
1931-1-7,"Veston Goff, Roman Anthony"
1928-6-8,"Vibert Ernesto, Alexander James"
1932-8-8,Vicente
1977-9-27,"Vicente de la Cruz"
1943-4-12,"Vicente, Kenneth Raymond"
1893-10-25,Victor
1968-1-23,"Victor Alexander"
1922-9-20,"Victor Alvin"
1970-11-13,"Victor Anthony"
1946-2-5,"Victor Crosby, Norman Calvin"
1930-2-26,"Victor Felix, Ronald Alvin"
1901-4-9,"Victor Garland"
1876-4-12,"Victor Gazaway"
1953-10-6,"Victor Hugo"
1976-10-2,"Victor Irving"
1981-12-10,"Victor Israel"
1978-12-23,"Victor Jesus"
1919-3-28,"Victor John Angelo"
1936-7-31,"Victor Jose"
1938-10-19,"Victor Joseph"
1884-12-4,"Victor Joseph"
1988-5-23,"Victor Laurence"
1966-8-26,"Victor Manuel"
1980-11-8,"Victor Manuel"
1975-8-6,"Victor Manuel"
1961-7-14,"Victor Manuel"
1957-12-24,"Victor Manuel"
1920-8-3,"Victor Oscar, James Edward"
1904-8-5,"Victor Patrick"
1927-11-1,"Victor Pellot"
1973-12-27,"Victor Raul"
1944-12-23,"Victor Raymond, Raymond Richard"
1891-5-4,"Victor Sylvester, Frank Leo"
1925-2-9,"Victor Woodrow"
1947-5-12,"Victor, Robert Lowell"
1949-7-28,"Vida Rochelle"
1980-4-7,"Vincent Antonio"
1917-10-11,"Vincent Charles"
1908-2-1,"Vincent David"
1888-8-17,"Vincent Leo"
1989-8-29,"Vincent Logan"
1961-9-22,"Vincent Maurice, Robert Peter"
1850-4-12,"Vincent P."
1912-9-6,"Vincent Paul"
1864-12-25,"Vincent Perry, Joseph J."
1976-2-23,"Vincent Scott"
1967-3-9,"Vincent Stanley Joseph"
1910-3-27,"Vincent Thomas, Stephen Richard"
1921-9-5,"Vincent William"
1900-11-18,"Vincent William, James Milburn"
1967-7-4,Vinicio
1924-12-24,"Vinicio Otilio"
1916-8-15,"Virgil Cecil"
1901-2-12,"Virgil Earl"
1897-3-5,"Virgil Jennings, Luzerne Atwell"
1904-12-20,"Virgil Lawrence"
1982-6-7,"Virgil Matthew"
1927-7-23,"Virgil Milton"
1915-2-1,"Virgil Woodrow"
1911-7-11,"Vitautris Casimirus"
1928-9-16,"Vito John"
1877-10-28,"Vivan Alexander, Joseph Edward"
1975-2-9,Vladimir
1948-5-1,"Von Everett"
1958-8-31,"Von Francis"
1857-10-22,"W. Edward"
1943-11-22,"Wade Allen"
1985-9-7,"Wade Allen"
1958-6-15,"Wade Anthony"
1960-9-7,"Wade Lee"
1984-8-7,"Wade Matthew"
1976-9-13,"Wade Thomas"
1885-4-13,"Wade, Sylveanus Augustus"
1899-9-9,"Waite Charles"
1986-12-25,Waldis
1902-10-22,"Waldo Ward"
1920-11-8,"Waldon Thomas"
1910-10-8,Wallace
1907-8-22,"Wallace Andrew"
1860-10-5,"Wallace Clifton"
1945-1-25,"Wallace Edward"
1929-6-20,"Wallace Harper"
1888-3-13,"Wallace Henry"
1895-2-9,"Wallace James"
1925-9-24,"Wallace James"
1962-6-16,"Wallace Keith, Calvin Drew"
1942-11-19,"Wallace Larry"
1921-8-21,"Wallace Luther"
1888-10-10,"Wallace Luther"
1958-6-19,"Wallace McArthur"
1930-4-3,"Wallace Wade"
1893-2-2,"Wallace Walter"
1898-2-28,Walter
1893-4-10,Walter
1923-1-30,Walter
1891-8-18,Walter
1889-9-23,Walter
1913-11-30,"Walter Albert"
1883-10-13,"Walter Allen"
1943-12-19,"Walter Allen"
1918-7-1,"Walter Alvin"
1920-1-4,"Walter Andrew"
1918-7-23,"Walter Anthony, Harold Henry"
1905-10-10,"Walter Anton, John Thomas"
1860-3-15,"Walter Arlington"
1921-2-8,"Walter Arthur, Willard Warren"
1868-4-6,"Walter B."
1942-1-5,"Walter Beck"
1878-2-14,"Walter Brocton"
1969-5-18,"Walter Browne"
1897-9-25,"Walter Carl"
1924-3-27,"Walter Charles"
1933-1-23,"Walter Charles"
1929-7-9,"Walter Charles"
1891-2-26,"Walter Charles"
1893-4-24,"Walter Clayton"
1900-9-23,"Walter Cleveland"
1900-5-24,"Walter Dedaker, Albert Berley, Clayton Emory"
1910-10-12,"Walter Donald Aloysius"
1885-9-22,"Walter E., Frederick Boothe"
1920-6-22,"Walter Edward"
1899-12-7,"Walter Edward"
1899-7-12,"Walter Edward"
1897-4-15,"Walter Edward"
1901-11-22,"Walter Edward, Harry Francis"
1894-6-11,"Walter Elton, Jacinto"
1911-12-1,"Walter Emmons, Junie Shoaf"
1891-3-5,"Walter Ernest"
1980-2-18,"Walter Ernest"
1899-7-29,"Walter Esau"
1861-5-9,"Walter Farr"
1907-9-8,"Walter Fenner"
1891-8-8,"Walter Francis"
1948-12-5,"Walter Francis"
1937-10-19,"Walter Franklin"
1909-10-6,"Walter Franklin"
1924-8-15,"Walter Franklin"
1888-7-21,"Walter Fred"
1881-2-27,"Walter Frederick"
1900-4-16,"Walter Frederick"
1907-4-30,"Walter George"
1895-8-29,"Walter Guy"
1878-11-3,"Walter Hamilton"
1880-3-10,"Walter Harold"
1876-11-9,"Walter Henry"
1857-8-15,"Walter Henry"
1889-5-19,"Walter Henry"
1857-3-16,"Walter Henry"
1890-12-11,"Walter Henry"
1889-8-22,"Walter Henry"
1899-7-10,"Walter Henry"
1899-2-6,"Walter Henry"
1893-9-13,"Walter Henry, Michael Joseph, John Patrick"
1935-9-26,"Walter Herbert"
1899-8-5,"Walter Howard, Samuel Braxton"
1915-4-23,"Walter Irving"
1874-3-12,"Walter James"
1891-11-11,"Walter James Vincent"
1878-12-15,"Walter Jennings"
1918-9-26,"Walter John"
1918-2-12,"Walter John"
1894-12-20,"Walter John"
1887-3-20,"Walter Joseph"
1885-3-14,"Walter Joseph"
1890-4-21,"Walter Joseph"
1887-6-14,"Walter Joseph"
1929-4-26,"Walter Joseph"
1907-9-27,"Walter Joseph, Haskell Clark, John Whitlow"
1926-4-12,"Walter Joseph, Louis Thomas"
1897-9-23,"Walter Kingsley"
1915-4-8,"Walter Kirby"
1891-8-11,"Walter Lawrence, Karl Tutwiler"
1873-6-13,"Walter Lee"
1921-11-3,"Walter Leonard"
1912-11-15,"Walter Lloyd"
1906-10-18,"Walter Louis"
1897-5-30,"Walter Lyons"
1904-7-14,"Walter Maxwell"
1897-2-18,"Walter McKinley"
1911-3-27,"Walter McQueen"
1874-5-19,"Walter Merrill"
1875-2-18,"Walter Miller"
1899-10-24,"Walter Neils"
1883-8-17,"Walter Newton"
1898-11-21,"Walter Noble"
1916-11-9,"Walter Oswald"
1901-7-26,"Walter Paul"
1887-11-6,"Walter Perry"
1888-8-31,"Walter Phillip"
1878-12-3,"Walter Raleigh"
1863-10-18,"Walter Robert, Frank Louis"
1976-5-18,"Walter Roy"
1917-2-10,"Walter Roy, Allie Pierce, Edward Lawrence"
1887-3-12,"Walter Rudolph, Walter Joseph"
1869-7-2,"Walter S."
1860-3-12,"Walter S."
1880-8-22,"Walter Scott"
1868-9-11,"Walter Scott"
1899-12-23,"Walter Scott, Alphonse"
1875-4-28,"Walter Sidney"
1907-3-28,"Walter Thomas"
1972-1-17,"Walter Thomas"
1981-6-19,"Walter Val"
1890-10-8,"Walter Van Dorn"
1850-4-7,"Walter W."
1883-10-19,"Walter W."
1959-9-22,"Walter Wayne, Lee Willard, John Robert"
1927-4-2,"Walter William"
1889-2-19,"Walter William"
1890-9-13,"Walter William"
1893-9-9,"Walter William"
1897-4-30,"Walter William"
1904-10-16,"Walter William"
1964-12-2,"Walter William"
1963-11-28,"Walter William"
1913-11-24,"Walter Wood"
1881-7-6,"Walter, Roy Allen"
1890-5-6,"Walton Edwin, Lute Joseph"
1861-12-31,"Walton Hugh, James J."
1979-1-18,"Wandy Fulton"
1884-7-5,"Ward Taylor, James Henry"
1984-3-21,"Warner Antonio"
1866-6-18,"Warner Samuel"
1876-1-22,"Warren A."
1896-5-28,"Warren Crandall"
1964-7-3,"Warren Dale"
1878-12-21,"Warren Darst"
1906-11-1,"Warren Dawson, Henry George"
1921-4-23,"Warren Edward"
1924-9-29,"Warren Edward"
1946-10-19,"Warren Frederick"
1864-8-6,"Warren Henry"
1880-11-30,"Warren Hilton"
1885-7-14,"Warren Lemuel"
1913-10-31,"Warren Llewellyn"
1924-11-21,"Warren Louis"
1972-10-2,"Warren Neal, Rafael"
1902-8-30,"Warren Peter"
1974-1-11,"Warren Randall, Cody Dean"
1944-3-16,"Warren Richard"
1952-2-2,"Warren Scott"
1914-7-3,"Warren Vincent"
1942-12-22,"Warren Washington"
1855-8-16,"Warren William"
1877-8-2,"Warren Williams"
1978-6-2,"Wascar Radames"
1840-6-15,"Washington Fayette"
1849-9-16,"Washington Ritter"
1960-12-3,"Wayland Eugene"
1902-6-20,"Wayland Ogden"
1913-12-6,"Wayman William"
1944-3-15,"Wayne Allan, David Roger"
1947-10-3,"Wayne Allison"
1924-8-29,"Wayne Gaffney"
1912-10-11,"Wayne Harold, Fermin"
1915-11-8,"Wayne Harper"
1948-12-2,"Wayne Kirby"
1948-3-10,"Wayne Lee"
1936-4-6,"Wayne Leon"
1964-1-22,"Wayne Leonard"
1951-11-23,"Wayne Levell"
1964-3-7,"Wayne Maurice"
1973-1-15,"Wayne Maurice"
1954-9-17,"Wayne Richard"
1965-2-19,"Wayne Scott"
1965-8-24,"Webster Leotis"
1965-7-10,"Wedsel Gary"
1992-4-25,Wei-Chung
1874-12-19,"Welcome Thornburg"
1860-7-27,"Welday Wilberforce"
1880-10-25,Weldon
1987-4-24,"Welington Andres"
1918-5-14,"Wellington Hunt"
1894-11-20,"Welton Claude"
1952-9-22,Wendell
1972-8-3,"Wendell Errol"
1888-7-3,"Wese LeRoy"
1860-4-1,Wesley
1910-7-18,"Wesley Amos"
1881-12-20,"Wesley Branch"
1961-4-29,"Wesley Brian, Michael Ray"
1924-3-18,"Wesley Garvin"
1934-4-10,"Wesley Gay"
1983-4-7,"Wesley Guy"
1922-11-28,"Wesley Noreen"
1944-12-4,"Wesley Owen"
1891-9-24,"Wesley Peter"
1966-4-13,"Wesley Polk"
1976-5-12,"Wesley Ray"
1899-1-17,"Wesley Triplett"
1983-11-23,"Wesley Wade"
1843-7-6,"Weston Dickson"
1887-9-9,"Wheeler Roger"
1896-10-20,"Wid Curry"
1974-5-17,"Wiklenman Vicente"
1864-6-29,Wilbert
1898-1-31,"Wilbert Carl"
1913-4-21,"Wilbert George"
1876-6-7,"Wilbert Otto"
1897-6-17,"Wilbert William"
1977-9-25,"Wilbert, Christopher Earl"
1893-5-25,"Wilborn Everett"
1906-11-23,Wilbur
1904-9-10,"Wilbur Arlington"
1882-11-28,"Wilbur Charles"
1885-9-28,"Wilbur David"
1963-2-22,"Wilbur Donald"
1898-9-1,"Wilbur Edwin"
1875-3-14,"Wilbur Edwin"
1941-10-22,"Wilbur Forrester"
1936-11-17,"Wilbur Gary"
1887-4-18,"Wilbur Kincaid"
1910-11-7,"Wilbur Lee"
1949-1-8,"Wilbur Leon"
1933-10-23,"Wilbur Scott"
1886-1-20,Wilburt
1875-8-1,"Wiley Anderson, Henry T."
1874-7-13,"Wiley Harold"
1883-11-28,"Wilferd Pearl"
1950-4-20,"Wilfred Anthony, Milton Edward"
1937-1-14,"Wilfred Charles"
1903-5-1,"Wilfred Edgar"
1915-11-11,"Wilfred Henry, George Washington"
1957-11-11,"Wilfred Hillard"
1899-7-9,"Wilfred Ivy"
1894-11-4,"Wilfred William"
1962-11-12,"Wilfredo Aristides, Jeffrey Scott"
1979-3-20,"Wilfredo Jose"
1981-1-21,"Wilfredo Jose"
1991-8-11,"Wilfredo Jose"
1971-10-3,"Wilfredo, Timothy James"
1954-3-8,"Wilhelmus Abraham"
1989-2-23,"Wilin Arismendy"
1984-6-1,Wilkin
1985-10-25,"Wilkin Emilio"
1990-3-2,"Wilking Jose"
1870-8-30,"Will McLain"
1902-7-13,"Willard Almond"
1893-4-9,"Willard Blackmer, Earnest Preston"
1876-8-28,"Willard Carpenter"
1916-7-6,"Willard Earl"
1868-7-7,"Willard Eben"
1890-10-3,"Willard Edwin"
1849-12-7,"Willard Elmer"
1890-5-5,"Willard James"
1892-4-11,"Willard Jehu, Raymond Cornelius"
1915-6-26,"Willard Jessie"
1928-6-17,"Willard Lee"
1910-5-28,"Willard McKee"
1934-3-8,"Willard Mitchell, Marvin Eugene"
1864-7-29,"Willard Newton"
1928-5-29,"Willard Raymond"
1897-12-23,"Willard Roland"
1925-6-27,"Willard Wayne"
1914-9-18,William
1911-2-26,William
1929-12-13,William
1928-7-18,William
1877-7-28,William
1884-1-7,William
1849-4-29,William
1882-10-11,William
1850-7-16,William
1859-10-17,William
1856-6-10,William
1865-1-19,William
1889-12-1,William
1873-5-31,William
1853-7-4,William
1862-3-12,William
1888-9-2,William
1874-2-23,William
1861-7-3,William
1868-6-27,William
1979-12-28,William
1975-7-24,William
1865-2-15,"William A."
1832-10-23,"William A."
1893-1-14,"William Adam"
1957-12-20,"William Alan"
1956-1-30,"William Albert"
1937-1-21,"William Albert"
1855-3-29,"William Albert"
1963-1-18,"William Albert"
1941-8-16,"William Albert, Larry John, Eugene Mathew"
1948-5-15,"William Alex"
1902-4-30,"William Alexander"
1879-5-23,"William Alexander"
1857-5-17,"William Alexander"
1873-8-28,"William Alexander"
1881-8-14,"William Alexander"
1986-11-3,"William Alexander"
1871-6-6,"William Alexander, James Marcellin"
1940-5-6,"William Alfred"
1958-4-26,"William Allen"
1892-12-16,"William Allen"
1965-12-18,"William Allen"
1894-5-26,"William Allen"
1947-1-21,"William Allen, Robert Allen"
1893-9-6,"William Allenwood"
1907-12-8,"William Aloysius"
1854-3-16,"William Aloysius"
1889-8-18,"William Aloysius"
1879-5-31,"William Aloysius"
1878-6-13,"William Aloysius"
1894-7-30,"William Aloysius, Charles William"
1896-1-18,"William Aloysius, Clarence Edward"
1878-6-5,"William Alphonse, Frederick Francis, Arthur Edgar"
1940-4-21,"William Alvan"
1883-4-7,"William Ambrose"
1955-4-2,"William Amos"
1898-8-17,"William Andrew"
1918-12-4,"William Andrew"
1888-10-12,"William Andrew, Maximilian Patrick"
1934-8-18,"William Angelo, Roberto"
1888-2-5,"William Angle"
1876-11-12,"William Ansil, Edwin Henry"
1938-10-11,"William Anthony"
1971-11-28,"William Anthony"
1891-3-12,"William Arthur"
1848-10-18,"William Arthur"
1875-12-28,"William Arthur"
1911-8-3,"William Arthur"
1901-9-18,"William Arthur"
1895-11-19,"William Arthur"
1903-3-11,"William Arthur, Chester Franklin"
1875-9-12,"William Arthur, John Peter"
1862-11-19,"William Ashley"
1941-11-29,"William Ashley"
1885-1-2,"William Askew, Albert George, Jose de la Caridad"
1864-4-3,"William August"
1904-4-11,"William August"
1960-10-4,"William Augustus, Joseph Martin"
1921-3-14,"William Aulton"
1905-2-7,"William Austin"
1905-6-17,"William Austin"
1865-3-23,"William B., Daniel Webster"
1878-12-20,"William Bankhead, Robert Prill"
1923-6-25,"William Barney"
1917-4-11,"William Barney"
1914-12-11,"William Beck"
1919-1-2,"William Bell"
1924-10-14,"William Beneditto, David"
1867-10-10,"William Benjamin, Addison Courtney"
1896-5-2,"William Benton"
1879-6-9,"William Bernard"
1894-2-22,"William Bernard, Thomas Dillard"
1918-1-10,"William Beverly"
1872-5-10,"William Bingham, Harry Thomas"
1973-8-3,"William Blake"
1891-8-26,"William Booth"
1886-8-7,"William Boyd"
1990-12-10,"William Bradford"
1973-10-10,"William Brian"
1950-4-25,"William Briley"
1973-8-19,"William Britt"
1892-8-16,"William Brown"
1855-11-15,"William Brown"
1885-5-8,"William Burris"
1895-10-3,"William Burton"
1859-10-11,"William Byron"
1857-9-16,"William C."
1918-12-19,"William Callahan, Thomas Edward"
1878-1-12,"William Calvin, George Henry"
1898-12-4,"William Capers"
1896-2-10,"William Carl"
1976-10-11,"William Carl"
1964-8-10,"William Carl, Andrew Neal"
1912-7-30,"William Carl, John Costa, Charles Karel"
1960-8-29,"William Carol, Kerry Jerome, Reginald Dewayne"
1973-8-23,"William Casey"
1954-10-4,"William Cecil Glenn, Dennis Gerald"
1972-4-27,"William Chad"
1967-1-15,"William Charles"
1967-5-29,"William Charles"
1961-10-27,"William Charles"
1933-1-2,"William Charles"
1931-6-9,"William Charles"
1936-8-11,"William Charles"
1930-10-11,"William Charles"
1945-11-17,"William Charles"
1939-8-13,"William Charles"
1884-4-22,"William Charles"
1891-3-2,"William Charles"
1887-7-9,"William Charles"
1864-2-27,"William Charles"
1893-11-4,"William Charles"
1885-3-17,"William Charles, Adair Bushyhead"
1912-8-4,"William Charles, Henry Peter"
1958-2-6,"William Chester"
1890-8-16,"William Chester"
1939-3-10,"William Chris"
1944-2-19,"William Christopher"
1902-9-3,"William Christopher"
1974-12-14,"William Christopher"
1982-9-16,"William Christopher, Michael Gabriel, Ramon A."
1874-8-2,"William Cicero"
1958-1-9,"William Clarke"
1871-9-20,"William Claude"
1921-5-23,"William Clayton"
1926-11-29,"William Cleveland"
1907-4-10,"William Clifton"
1946-7-22,"William Clinton"
1916-7-31,"William Clyde"
1882-3-5,"William Clyde"
1878-9-2,"William Clyde"
1868-11-9,"William Corcoran"
1941-11-5,"William Cordes"
1978-11-20,"William Cowart"
1960-8-16,"William Craig"
1863-8-10,"William Crawford, George Washington"
1909-10-21,"William Crutcher"
1958-4-24,"William Culp, Herman Neils"
1896-7-3,"William Curtis"
1860-12-5,"William D."
1870-12-8,"William D."
1926-3-22,"William Dale"
1905-9-5,"William Daniel"
1942-5-13,"William Daniel"
1863-9-1,"William Darby, George A."
1871-6-27,"William Darwin, William Clarence"
1947-8-22,"William David"
1960-10-14,"William David"
1963-10-22,"William David"
1921-3-20,"William David"
1915-6-4,"William David"
1942-1-14,"William David, David Wilson"
1884-8-14,"William Dee"
1934-1-28,"William DeKova"
1887-4-8,"William Dennis, Ralph Edward"
1878-12-4,"William Denton, Samuel Everett, Frank Edward"
1963-12-7,"William Derrick, James Parker, Steven Bernard, Shane Lee"
1986-3-22,"William Dexter"
1860-5-1,"William Dighton"
1982-10-29,"William Dion"
1970-3-20,"William Donald"
1960-4-12,"William Donald"
1913-6-23,"William Donald"
1928-11-6,"William Donald"
1987-5-13,"William Douglas"
1960-2-29,"William Douglas"
1923-2-17,"William Dunn"
1891-2-7,"William Dunn"
1853-3-20,"William E."
1861-3-15,"William E."
1868-12-8,"William E."
1867-1-11,"William E."
1880-12-18,"William Earl"
1928-11-28,"William Eddleman"
1922-6-14,"William Edgar"
1875-8-27,"William Edgar, Edward, David William"
1870-4-16,"William Edward"
1877-4-5,"William Edward"
1861-4-5,"William Edward"
1875-1-7,"William Edward"
1889-6-28,"William Edward"
1876-4-1,"William Edward"
1868-3-15,"William Edward"
1873-11-15,"William Edward"
1880-8-28,"William Edward"
1859-12-4,"William Edward"
1887-6-11,"William Edward"
1887-2-22,"William Edward"
1920-12-15,"William Edward"
1900-3-9,"William Edward"
1971-7-25,"William Edward"
1971-11-17,"William Edward"
1972-10-8,"William Edward"
1929-1-30,"William Edward"
1943-7-29,"William Edward"
1876-10-13,"William Edward, George Edward"
1887-10-24,"William Edward, Hugh Jenkin"
1962-12-19,"William Edward, James Clayton"
1895-11-28,"William Edward, Maurice Montague"
1895-3-27,"William Edwin"
1885-12-27,"William Edwin"
1948-10-21,"William Ellis"
1862-5-23,"William Ellsworth"
1863-9-17,"William Ellsworth"
1892-8-10,"William Elmer"
1907-8-20,"William Elmer, Roy Chester"
1971-12-11,"William Emisael"
1859-11-2,"William Emory"
1940-2-19,"William Eugene"
1944-5-7,"William Eugene"
1861-11-28,"William F."
1863-9-28,"William F."
1865-3-24,"William F."
1865-4-22,"William F."
1854-10-10,"William F."
1899-11-11,"William Fay"
1908-8-10,"William Felix, Arvel Odell"
1884-4-14,"William Ferdinand"
1857-4-19,"William Fitter"
1927-9-19,"William Florine"
1859-12-17,"William Forrest"
1907-9-7,"William Fort"
1910-4-12,"William Francis"
1897-6-22,"William Francis"
1900-1-21,"William Francis"
1883-10-22,"William Francis"
1892-10-28,"William Francis"
1871-8-15,"William Francis"
1893-10-31,"William Francis"
1885-2-12,"William Francis"
1874-3-21,"William Francis"
1947-3-21,"William Francis"
1942-2-15,"William Francis"
1946-12-28,"William Francis"
1952-11-21,"William Francis"
1875-8-21,"William Frank"
1863-9-21,"William Frank"
1970-6-11,"William Frank"
1911-9-25,"William Franklin"
1911-2-25,"William Franklin"
1917-3-8,"William Franklin"
1895-10-16,"William Franklin"
1859-9-16,"William Franklin"
1882-10-23,"William Franklin"
1859-12-21,"William Franklin"
1870-3-12,"William Franklin"
1870-3-4,"William Franklin"
1865-7-19,"William Franklin, James B."
1876-1-14,"William Franklyn"
1916-7-17,"William Fred"
1908-5-9,"William Frederick"
1912-7-21,"William Frederick"
1899-1-9,"William Frederick"
1927-7-19,"William Frederick"
1945-11-10,"William Frederick"
1863-6-7,"William Frederick"
1892-3-21,"William Frederick"
1870-1-5,"William Frederick"
1859-1-29,"William Frederick"
1883-5-25,"William Frederick"
1947-9-3,"William Freeman"
1867-10-28,"William G."
1867-1-23,"William G."
1858-11-12,"William G."
1935-3-13,"William Garland"
1934-6-8,"William Garland"
1933-2-28,"William George"
1904-11-24,"William George"
1920-12-21,"William George"
1915-3-21,"William George"
1887-12-25,"William George"
1870-2-21,"William George"
1891-3-27,"William George"
1884-2-10,"William George"
1891-8-12,"William George"
1953-8-31,"William Gerard, Juan Ramon"
1881-2-24,"William Gibbons"
1896-7-10,"William Gibbons"
1876-8-2,"William Gideon"
1903-5-14,"William Gilbert"
1908-2-13,"William Gilthorpe"
1921-6-7,"William Glenn"
1951-2-16,"William Glenn"
1894-2-13,"William Gloyd"
1948-10-1,"William Gordon"
1918-12-22,"William Gorman"
1950-3-3,"William Grady"
1877-8-15,"William Grant"
1899-11-27,"William Graves"
1948-2-21,"William Grover"
1936-7-7,"William Gustave James"
1865-12-6,"William H."
1869-12-20,"William H."
1845-1-3,"William H."
1862-12-27,"William H."
1870-6-25,"William H."
1867-11-9,"William H."
1864-8-7,"William H."
1865-1-7,"William H."
1859-9-19,"William H."
1864-3-23,"William H., Charles T."
1884-2-11,"William Hackney"
1944-4-7,"William Hambly"
1970-4-28,"William Hansel"
1942-9-21,"William Harlan, Samuel Edward"
1965-4-9,"William Harold"
1898-10-30,"William Harold, Jesse Peter"
1925-11-9,"William Haron"
1874-6-6,"William Harpin"
1853-1-26,"William Harrison"
1865-9-2,"William Harrison"
1910-8-14,"William Harrison"
1876-3-15,"William Harry"
1954-7-18,"William Harry"
1948-1-5,"William Harry, Charles Oliver"
1911-12-29,"William Hart"
1956-2-9,"William Hayward"
1904-6-12,"William Hendrick"
1909-4-19,"William Henry"
1904-10-24,"William Henry"
1909-11-16,"William Henry"
1898-12-28,"William Henry"
1903-11-27,"William Henry"
1906-3-11,"William Henry"
1900-9-22,"William Henry"
1919-11-2,"William Henry"
1924-9-3,"William Henry"
1913-3-26,"William Henry"
1901-12-12,"William Henry"
1895-5-10,"William Henry"
1911-2-14,"William Henry"
1898-9-27,"William Henry"
1904-10-15,"William Henry"
1903-10-7,"William Henry"
1952-2-14,"William Henry"
1942-10-8,"William Henry"
1957-3-3,"William Henry"
1943-6-26,"William Henry"
1938-7-8,"William Henry"
1940-4-15,"William Henry"
1854-10-11,"William Henry"
1870-7-30,"William Henry"
1856-3-22,"William Henry"
1858-5-5,"William Henry"
1872-8-9,"William Henry"
1871-3-16,"William Henry"
1876-4-5,"William Henry"
1878-1-24,"William Henry"
1883-2-2,"William Henry"
1868-5-9,"William Henry"
1855-3-14,"William Henry"
1872-3-3,"William Henry"
1872-1-15,"William Henry"
1835-1-10,"William Henry"
1858-12-11,"William Henry"
1858-11-24,"William Henry"
1886-7-28,"William Henry"
1965-9-21,"William Henry"
1884-9-14,"William Henry, Andrew James"
1896-8-15,"William Henry, Bennett Harold"
1886-12-3,"William Henry, Delos Daniel"
1910-11-28,"William Henry, Edward Michael"
1900-10-22,"William Henry, James Thomas"
1981-9-21,"William Henry, Scott Adam"
1855-1-1,"William Henry, Thomas Edward, William A."
1887-1-20,"William Henry, William Frederick"
1893-10-12,"William Herbert"
1899-12-13,"William Herbert"
1876-2-4,"William Herman"
1884-5-25,"William Hershel, William Dearstyne"
1853-11-17,"William Hildreth"
1871-8-17,"William Hoffman, Charles Edward"
1881-3-22,"William Hogan"
1956-7-13,"William Holland"
1868-2-19,"William Holton"
1889-6-14,"William Homer, Raymond Caryll"
1858-4-13,"William Horace"
1893-5-9,"William Horace"
1945-5-25,"William Howard"
1874-2-4,"William Howard"
1883-8-30,"William Hutchinson, Samuel Sherwood"
1889-7-11,"William Ignatius"
1868-7-18,"William J."
1867-3-21,"William J."
1875-7-6,"William J."
1866-10-26,"William J."
1866-10-11,"William J."
1858-5-14,"William J."
1852-12-22,"William J."
1858-7-15,"William J., John Nelson"
1858-10-24,"William J., Tobias Charles"
1885-1-8,"William Jackson"
1880-6-29,"William Jacob"
1895-3-10,"William Jacob"
1925-4-10,"William James"
1893-2-10,"William James"
1898-6-14,"William James"
1896-11-22,"William James"
1909-5-1,"William James"
1873-11-5,"William James"
1883-7-22,"William James"
1886-6-9,"William James"
